# This file was generated with ParaNMR v1.14.0 at 13:12:40 21-07-2026 
# 
Temperature (K),chi_iso (Å^3),chi_ax (Å^3),chi_ax-s-dev (Å^3),chi_rho (Å^3),chi_rho-s-dev (Å^3),chi_xx (Å^3),chi_xy (Å^3),chi_xz (Å^3),chi_yy (Å^3),chi_yz (Å^3),chi_zz (Å^3),dchi_xx (Å^3),dchi_xy (Å^3),dchi_xz (Å^3),dchi_yy (Å^3),dchi_yz (Å^3),dchi_zz (Å^3),chi_x (Å^3),chi_y (Å^3),chi_z (Å^3),alpha (degrees),beta (degrees),gamma (degrees),r2 (),r2_adjusted (),MAE (ppm),RMSE (ppm)
302.150000,0.000000,-0.155989,0.004017,0.000000,0.000000,0.051996,0.000000,0.000000,0.051996,0.000000,-0.103993,0.051996,0.000000,0.000000,0.051996,0.000000,-0.103993,-0.103993,0.051996,0.051996,0.000000,0.000000,0.000000,0.994190,0.993958,3.312795,3.689226
