#temperature 268.15
#larmor 400
#isotope 1H
assignment,shift,width,area
tpy1, 165.7836,1,1
tphz1,111.5583,1,1
tpy5, 85.7557,1,1
tpy4, 84.8642,1,1
tpy2, 51.6717,1,1
tphz2,48.6857,1,1
tpy6, 18.5361,1,1
tpy3, 15.0215,1,1
tphz3,12.7097,1,1
