#temperature 308.15
#larmor 400
#isotope 1H
assignment,shift,width,area
tpy1, 145.5169,1,1
tphz1,98.5362,1,1
tpy5, 75.9997,1,1
tpy4, 75.3412,1,1
tpy2, 46.0913,1,1
tphz2,43.4868,1,1
tpy6, 17.0053,1,1
tpy3, 14.0033,1,1
tphz3,12.247,1,1
