#temperature 275.78
#larmor 600
#isotope 1H 13C
assignment,shift,width,area
C1,193.0,1,1
C2,50.4,1,1
C3,243.9,1,1
C4,31.1,1,1
C5,190.8,1,1
C6,-144.5,1,1
C7,4.9,1,1
C8,65.9,1,1
C9,-1028.0,1,1
C10,-443.0,1,1
C11,112.2,1,1
H2,7.71,1,1
H4,21.94,1,1
H8,4.14,1,1
H9,-73.7,1,1
H11,-7.54,1,1
H12,-3803,1,1
