# This file was generated with ParaNMR v1.15.0 at 22:26:56 22-07-2026 
# 
Temperature (K),chi_iso (Å^3),chi_ax (Å^3),chi_ax-s-dev (Å^3),chi_rho (Å^3),chi_rho-s-dev (Å^3),chi_xx (Å^3),chi_xy (Å^3),chi_xz (Å^3),chi_yy (Å^3),chi_yz (Å^3),chi_zz (Å^3),dchi_xx (Å^3),dchi_xy (Å^3),dchi_xz (Å^3),dchi_yy (Å^3),dchi_yz (Å^3),dchi_zz (Å^3),chi_x (Å^3),chi_y (Å^3),chi_z (Å^3),alpha (degrees),beta (degrees),gamma (degrees),r2 (),r2_adjusted (),MAE (ppm),RMSE (ppm)
302.150000,0.000000,-0.152298,0.010480,0.000000,0.000000,0.050766,0.000000,0.000000,0.050766,0.000000,-0.101532,0.050766,0.000000,0.000000,0.050766,0.000000,-0.101532,-0.101532,0.050766,0.050766,0.000000,0.000000,0.000000,,,0.330317,0.657295
