# This file was generated with SimpNMR v1.6.0 at 10:40:15 16-03-2026 
shift (ppm),intensity (a.u.)
-103.587580,0.000014
-103.576354,0.000014
-103.565129,0.000014
-103.553903,0.000014
-103.542678,0.000014
-103.531452,0.000014
-103.520227,0.000014
-103.509001,0.000014
-103.497776,0.000014
-103.486550,0.000014
-103.475325,0.000014
-103.464099,0.000014
-103.452874,0.000014
-103.441648,0.000014
-103.430423,0.000014
-103.419197,0.000014
-103.407972,0.000014
-103.396746,0.000014
-103.385521,0.000014
-103.374296,0.000014
-103.363070,0.000014
-103.351845,0.000014
-103.340619,0.000014
-103.329394,0.000014
-103.318168,0.000014
-103.306943,0.000014
-103.295717,0.000014
-103.284492,0.000014
-103.273266,0.000014
-103.262041,0.000014
-103.250815,0.000014
-103.239590,0.000014
-103.228364,0.000014
-103.217139,0.000014
-103.205913,0.000014
-103.194688,0.000014
-103.183462,0.000014
-103.172237,0.000014
-103.161011,0.000014
-103.149786,0.000014
-103.138560,0.000014
-103.127335,0.000014
-103.116109,0.000014
-103.104884,0.000014
-103.093658,0.000014
-103.082433,0.000014
-103.071207,0.000014
-103.059982,0.000014
-103.048756,0.000014
-103.037531,0.000014
-103.026305,0.000014
-103.015080,0.000014
-103.003854,0.000014
-102.992629,0.000014
-102.981403,0.000014
-102.970178,0.000014
-102.958952,0.000014
-102.947727,0.000014
-102.936501,0.000014
-102.925276,0.000014
-102.914050,0.000014
-102.902825,0.000014
-102.891599,0.000014
-102.880374,0.000014
-102.869148,0.000014
-102.857923,0.000014
-102.846697,0.000014
-102.835472,0.000014
-102.824246,0.000014
-102.813021,0.000014
-102.801795,0.000014
-102.790570,0.000014
-102.779344,0.000014
-102.768119,0.000014
-102.756893,0.000014
-102.745668,0.000014
-102.734442,0.000014
-102.723217,0.000014
-102.711991,0.000014
-102.700766,0.000014
-102.689540,0.000014
-102.678315,0.000014
-102.667089,0.000014
-102.655864,0.000014
-102.644638,0.000014
-102.633413,0.000014
-102.622187,0.000014
-102.610962,0.000014
-102.599737,0.000014
-102.588511,0.000014
-102.577286,0.000014
-102.566060,0.000014
-102.554835,0.000014
-102.543609,0.000014
-102.532384,0.000014
-102.521158,0.000014
-102.509933,0.000014
-102.498707,0.000014
-102.487482,0.000014
-102.476256,0.000014
-102.465031,0.000014
-102.453805,0.000014
-102.442580,0.000014
-102.431354,0.000014
-102.420129,0.000014
-102.408903,0.000014
-102.397678,0.000014
-102.386452,0.000014
-102.375227,0.000014
-102.364001,0.000014
-102.352776,0.000014
-102.341550,0.000014
