# This file was generated with ParaNMR v1.14.0 at 12:33:11 21-07-2026 
shift (ppm),intensity (a.u.)
-113.172528,0.000514
-113.170288,0.000514
-113.168048,0.000514
-113.165807,0.000515
-113.163567,0.000515
-113.161327,0.000515
-113.159086,0.000515
-113.156846,0.000515
-113.154605,0.000515
-113.152365,0.000515
-113.150125,0.000515
-113.147884,0.000515
-113.145644,0.000515
-113.143404,0.000516
-113.141163,0.000516
-113.138923,0.000516
-113.136683,0.000516
-113.134442,0.000516
-113.132202,0.000516
-113.129962,0.000516
-113.127721,0.000516
-113.125481,0.000516
-113.123241,0.000516
-113.121000,0.000517
-113.118760,0.000517
-113.116520,0.000517
-113.114279,0.000517
-113.112039,0.000517
-113.109799,0.000517
-113.107558,0.000517
-113.105318,0.000517
-113.103077,0.000517
-113.100837,0.000517
-113.098597,0.000518
-113.096356,0.000518
-113.094116,0.000518
-113.091876,0.000518
-113.089635,0.000518
-113.087395,0.000518
-113.085155,0.000518
-113.082914,0.000518
-113.080674,0.000518
-113.078434,0.000519
-113.076193,0.000519
-113.073953,0.000519
-113.071713,0.000519
-113.069472,0.000519
-113.067232,0.000519
-113.064992,0.000519
-113.062751,0.000519
-113.060511,0.000519
-113.058271,0.000519
-113.056030,0.000520
-113.053790,0.000520
-113.051550,0.000520
-113.049309,0.000520
-113.047069,0.000520
-113.044828,0.000520
-113.042588,0.000520
-113.040348,0.000520
-113.038107,0.000520
-113.035867,0.000520
-113.033627,0.000521
-113.031386,0.000521
-113.029146,0.000521
-113.026906,0.000521
-113.024665,0.000521
-113.022425,0.000521
-113.020185,0.000521
-113.017944,0.000521
-113.015704,0.000521
-113.013464,0.000522
-113.011223,0.000522
-113.008983,0.000522
-113.006743,0.000522
-113.004502,0.000522
-113.002262,0.000522
-113.000022,0.000522
-112.997781,0.000522
-112.995541,0.000522
-112.993301,0.000522
-112.991060,0.000523
-112.988820,0.000523
-112.986579,0.000523
-112.984339,0.000523
-112.982099,0.000523
-112.979858,0.000523
-112.977618,0.000523
-112.975378,0.000523
-112.973137,0.000523
-112.970897,0.000523
-112.968657,0.000524
-112.966416,0.000524
-112.964176,0.000524
-112.961936,0.000524
-112.959695,0.000524
-112.957455,0.000524
-112.955215,0.000524
-112.952974,0.000524
-112.950734,0.000524
-112.948494,0.000525
-112.946253,0.000525
-112.944013,0.000525
-112.941773,0.000525
-112.939532,0.000525
-112.937292,0.000525
-112.935051,0.000525
-112.932811,0.000525
-112.930571,0.000525
-112.928330,0.000525
-112.926090,0.000526
-112.923850,0.000526
-112.921609,0.000526
-112.919369,0.000526
-112.917129,0.000526
-112.914888,0.000526
-112.912648,0.000526
-112.910408,0.000526
-112.908167,0.000526
-112.905927,0.000527
-112.903687,0.000527
-112.901446,0.000527
-112.899206,0.000527
-112.896966,0.000527
-112.894725,0.000527
-112.892485,0.000527
-112.890245,0.000527
-112.888004,0.000527
-112.885764,0.000527
-112.883524,0.000528
-112.881283,0.000528
-112.879043,0.000528
-112.876802,0.000528
-112.874562,0.000528
-112.872322,0.000528
-112.870081,0.000528
-112.867841,0.000528
-112.865601,0.000528
-112.863360,0.000529
-112.861120,0.000529
-112.858880,0.000529
-112.856639,0.000529
-112.854399,0.000529
-112.852159,0.000529
-112.849918,0.000529
-112.847678,0.000529
-112.845438,0.000529
-112.843197,0.000530
-112.840957,0.000530
-112.838717,0.000530
-112.836476,0.000530
-112.834236,0.000530
-112.831996,0.000530
-112.829755,0.000530
-112.827515,0.000530
-112.825275,0.000530
-112.823034,0.000530
-112.820794,0.000531
-112.818553,0.000531
-112.816313,0.000531
-112.814073,0.000531
-112.811832,0.000531
-112.809592,0.000531
-112.807352,0.000531
-112.805111,0.000531
-112.802871,0.000531
-112.800631,0.000532
-112.798390,0.000532
-112.796150,0.000532
-112.793910,0.000532
-112.791669,0.000532
-112.789429,0.000532
-112.787189,0.000532
-112.784948,0.000532
-112.782708,0.000532
-112.780468,0.000533
-112.778227,0.000533
-112.775987,0.000533
-112.773747,0.000533
-112.771506,0.000533
-112.769266,0.000533
-112.767026,0.000533
-112.764785,0.000533
-112.762545,0.000533
-112.760304,0.000533
-112.758064,0.000534
-112.755824,0.000534
-112.753583,0.000534
-112.751343,0.000534
-112.749103,0.000534
-112.746862,0.000534
-112.744622,0.000534
-112.742382,0.000534
-112.740141,0.000534
-112.737901,0.000535
-112.735661,0.000535
-112.733420,0.000535
-112.731180,0.000535
-112.728940,0.000535
-112.726699,0.000535
-112.724459,0.000535
-112.722219,0.000535
-112.719978,0.000535
-112.717738,0.000536
-112.715498,0.000536
-112.713257,0.000536
-112.711017,0.000536
-112.708776,0.000536
-112.706536,0.000536
-112.704296,0.000536
-112.702055,0.000536
-112.699815,0.000536
-112.697575,0.000537
-112.695334,0.000537
-112.693094,0.000537
-112.690854,0.000537
-112.688613,0.000537
-112.686373,0.000537
-112.684133,0.000537
-112.681892,0.000537
-112.679652,0.000537
-112.677412,0.000538
-112.675171,0.000538
-112.672931,0.000538
-112.670691,0.000538
-112.668450,0.000538
-112.666210,0.000538
-112.663970,0.000538
-112.661729,0.000538
-112.659489,0.000538
-112.657249,0.000539
-112.655008,0.000539
-112.652768,0.000539
-112.650527,0.000539
-112.648287,0.000539
-112.646047,0.000539
-112.643806,0.000539
-112.641566,0.000539
-112.639326,0.000539
-112.637085,0.000539
-112.634845,0.000540
-112.632605,0.000540
-112.630364,0.000540
-112.628124,0.000540
-112.625884,0.000540
-112.623643,0.000540
-112.621403,0.000540
-112.619163,0.000540
-112.616922,0.000540
-112.614682,0.000541
-112.612442,0.000541
-112.610201,0.000541
-112.607961,0.000541
-112.605721,0.000541
-112.603480,0.000541
-112.601240,0.000541
-112.599000,0.000541
-112.596759,0.000541
-112.594519,0.000542
-112.592278,0.000542
-112.590038,0.000542
-112.587798,0.000542
-112.585557,0.000542
-112.583317,0.000542
-112.581077,0.000542
-112.578836,0.000542
-112.576596,0.000542
-112.574356,0.000543
-112.572115,0.000543
-112.569875,0.000543
-112.567635,0.000543
-112.565394,0.000543
-112.563154,0.000543
-112.560914,0.000543
-112.558673,0.000543
-112.556433,0.000543
-112.554193,0.000544
-112.551952,0.000544
-112.549712,0.000544
-112.547472,0.000544
-112.545231,0.000544
-112.542991,0.000544
-112.540750,0.000544
-112.538510,0.000544
-112.536270,0.000544
-112.534029,0.000545
-112.531789,0.000545
-112.529549,0.000545
-112.527308,0.000545
-112.525068,0.000545
-112.522828,0.000545
-112.520587,0.000545
-112.518347,0.000545
-112.516107,0.000546
-112.513866,0.000546
-112.511626,0.000546
-112.509386,0.000546
-112.507145,0.000546
-112.504905,0.000546
-112.502665,0.000546
-112.500424,0.000546
-112.498184,0.000546
-112.495944,0.000547
-112.493703,0.000547
-112.491463,0.000547
-112.489223,0.000547
-112.486982,0.000547
-112.484742,0.000547
-112.482501,0.000547
-112.480261,0.000547
-112.478021,0.000547
-112.475780,0.000548
-112.473540,0.000548
-112.471300,0.000548
-112.469059,0.000548
-112.466819,0.000548
-112.464579,0.000548
-112.462338,0.000548
-112.460098,0.000548
-112.457858,0.000548
-112.455617,0.000549
-112.453377,0.000549
-112.451137,0.000549
-112.448896,0.000549
-112.446656,0.000549
-112.444416,0.000549
-112.442175,0.000549
-112.439935,0.000549
-112.437695,0.000549
-112.435454,0.000550
-112.433214,0.000550
-112.430974,0.000550
-112.428733,0.000550
-112.426493,0.000550
-112.424252,0.000550
-112.422012,0.000550
-112.419772,0.000550
-112.417531,0.000550
-112.415291,0.000551
-112.413051,0.000551
-112.410810,0.000551
-112.408570,0.000551
-112.406330,0.000551
-112.404089,0.000551
-112.401849,0.000551
-112.399609,0.000551
-112.397368,0.000552
-112.395128,0.000552
-112.392888,0.000552
-112.390647,0.000552
-112.388407,0.000552
-112.386167,0.000552
-112.383926,0.000552
-112.381686,0.000552
-112.379446,0.000552
-112.377205,0.000553
-112.374965,0.000553
-112.372724,0.000553
-112.370484,0.000553
-112.368244,0.000553
-112.366003,0.000553
-112.363763,0.000553
-112.361523,0.000553
-112.359282,0.000553
-112.357042,0.000554
-112.354802,0.000554
-112.352561,0.000554
-112.350321,0.000554
-112.348081,0.000554
-112.345840,0.000554
-112.343600,0.000554
-112.341360,0.000554
-112.339119,0.000555
-112.336879,0.000555
-112.334639,0.000555
-112.332398,0.000555
-112.330158,0.000555
-112.327918,0.000555
-112.325677,0.000555
-112.323437,0.000555
-112.321197,0.000555
-112.318956,0.000556
-112.316716,0.000556
-112.314475,0.000556
-112.312235,0.000556
-112.309995,0.000556
