# This file was generated with ParaNMR v1.15.0 at 19:22:58 23-07-2026 
# 
Temperature (K),chi_iso (Å^3),chi_ax (Å^3),chi_ax-s-dev (Å^3),chi_rho (Å^3),chi_rho-s-dev (Å^3),chi_xx (Å^3),chi_xy (Å^3),chi_xz (Å^3),chi_yy (Å^3),chi_yz (Å^3),chi_zz (Å^3),dchi_xx (Å^3),dchi_xy (Å^3),dchi_xz (Å^3),dchi_yy (Å^3),dchi_yz (Å^3),dchi_zz (Å^3),chi_x (Å^3),chi_y (Å^3),chi_z (Å^3),alpha (degrees),beta (degrees),gamma (degrees),r2 (),r2_adjusted (),MAE (ppm),RMSE (ppm)
302.150000,0.000000,-0.154651,0.185891,0.000000,0.000000,0.051550,0.000000,0.000000,0.051550,0.000000,-0.103101,0.051550,0.000000,0.000000,0.051550,0.000000,-0.103101,-0.103101,0.051550,0.051550,0.000000,0.000000,0.000000,,,0.385289,0.665780
