# This file was generated with ParaNMR v1.12.3 at 12:49:43 06-07-2026 
# T = 302.15 K
# Experimental linewidths were converted to ppm before parameter estimation.
linewidth_method,estimate_mode,p1,p2,rmse (ppm)
r6,p1_p2,705.049576,0.248095,0.098330
