# This file was generated with ParaNMR v1.14.0 at 12:34:40 21-07-2026 
shift (ppm),intensity (a.u.)
-91.634199,0.000393
-91.632216,0.000393
-91.630232,0.000393
-91.628248,0.000393
-91.626265,0.000393
-91.624281,0.000394
-91.622297,0.000394
-91.620313,0.000394
-91.618330,0.000394
-91.616346,0.000394
-91.614362,0.000394
-91.612379,0.000394
-91.610395,0.000394
-91.608411,0.000394
-91.606428,0.000394
-91.604444,0.000394
-91.602460,0.000394
-91.600477,0.000394
-91.598493,0.000394
-91.596509,0.000394
-91.594526,0.000395
-91.592542,0.000395
-91.590558,0.000395
-91.588575,0.000395
-91.586591,0.000395
-91.584607,0.000395
-91.582624,0.000395
-91.580640,0.000395
-91.578656,0.000395
-91.576673,0.000395
-91.574689,0.000395
-91.572705,0.000395
-91.570722,0.000395
-91.568738,0.000395
-91.566754,0.000395
-91.564770,0.000395
-91.562787,0.000396
-91.560803,0.000396
-91.558819,0.000396
-91.556836,0.000396
-91.554852,0.000396
-91.552868,0.000396
-91.550885,0.000396
-91.548901,0.000396
-91.546917,0.000396
-91.544934,0.000396
-91.542950,0.000396
-91.540966,0.000396
-91.538983,0.000396
-91.536999,0.000396
-91.535015,0.000396
-91.533032,0.000397
-91.531048,0.000397
-91.529064,0.000397
-91.527081,0.000397
-91.525097,0.000397
-91.523113,0.000397
-91.521130,0.000397
-91.519146,0.000397
-91.517162,0.000397
-91.515178,0.000397
-91.513195,0.000397
-91.511211,0.000397
-91.509227,0.000397
-91.507244,0.000397
-91.505260,0.000397
-91.503276,0.000398
-91.501293,0.000398
-91.499309,0.000398
-91.497325,0.000398
-91.495342,0.000398
-91.493358,0.000398
-91.491374,0.000398
-91.489391,0.000398
-91.487407,0.000398
-91.485423,0.000398
-91.483440,0.000398
-91.481456,0.000398
-91.479472,0.000398
-91.477489,0.000398
-91.475505,0.000398
-91.473521,0.000399
-91.471538,0.000399
-91.469554,0.000399
-91.467570,0.000399
-91.465587,0.000399
-91.463603,0.000399
-91.461619,0.000399
-91.459635,0.000399
-91.457652,0.000399
-91.455668,0.000399
-91.453684,0.000399
-91.451701,0.000399
-91.449717,0.000399
-91.447733,0.000399
-91.445750,0.000399
-91.443766,0.000400
-91.441782,0.000400
-91.439799,0.000400
-91.437815,0.000400
-91.435831,0.000400
-91.433848,0.000400
-91.431864,0.000400
-91.429880,0.000400
-91.427897,0.000400
-91.425913,0.000400
-91.423929,0.000400
-91.421946,0.000400
-91.419962,0.000400
-91.417978,0.000400
-91.415995,0.000400
-91.414011,0.000401
